+------------+----------+-------------------------------------------------------------------------------------------------+-------------------+
| ChapterNum | VerseNum |                                              Text                                               |       Metre       |
| 16         | 21       | yat{ }paraṃ paramaiśvaryam{ }ekaṃ tatra prayojanam||                                            | anuṣṭubh          |
| 16         | 22       | pūrakaḥ kumbhakaś{ }caiva recakas{ }tadanantaram|                                               | anuṣṭubh          |
| 16         | 22       | praśāntaś{ }ceti vikhyātaḥ prāṇāyāmaś{ }caturvidhaḥ||                                           | anuṣṭubh          |
| 16         | 23       | pūrake sthāpayed{ }vahniṃ pādāṅguṣṭhena buddhimān|                                              | anuṣṭubh          |
| 16         | 23       | kumbhakena virudhyeta dahyamānaṃ vicintayet||                                                   | anuṣṭubh          |
| 16         | 24       | bhasmībhūtaṃ tathātmānaṃ recakena vicintayet|                                                   | anuṣṭubh          |
| 16         | 24       | śuddhadehas{ }tataś{ }cātmā śuddhasphaṭikanirmalaḥ||                                            | anuṣṭubh          |
| 16         | 25       | tālaśabdas{ }tu nirvāṇaṃ daśa dve ca prakīrtitaḥ|                                               | anuṣṭubh          |
| 16         | 25       | prāṇāyāmān{ }na saṃdeho dviguṇā dhāraṇā smṛtā||                                                 | anuṣṭubh          |
| 16         | 26       | yoge tu triguṇā proktā saṃkrame ca caturguṇā|                                                   | anuṣṭubh          |
| 16         | 26       | tathotkrāntau pañcaguṇā yogasiddhis{ }tu ṣaḍguṇā||                                              | anuṣṭubh          |
| 16         | 27       | ṣaḍaṅgena samāyukto yogayuktas{ }tu nityaśaḥ|                                                   | anuṣṭubh          |
| 16         | 27       | mānaso yaugapadyaś{ }ca dvirūpo yoga ucyate||                                                   | anuṣṭubh          |
| 16         | 28       | akṛtvā prāṇasaṃrodhaṃ manasaikena kevalam|                                                      | anuṣṭubh          |
| 16         | 28       | dhyāyeta paramaṃ sūkṣmaṃ sa yogo mānasaḥ smṛtaḥ||                                               | anuṣṭubh          |
| 16         | 29       | saṃyamya manasā prāṇaṃ prāṇāyāmān{ }manas{ }tathā|                                              | anuṣṭubh          |
| 16         | 29       | evaṃ dhyāyet{ }paraṃ sūkṣmaṃ yaugapadyaḥ sa ucyate||                                            | anuṣṭubh          |
| 16         | 30       | siddhilakṣaṇa yogasya śṛṇu vakṣyāmi sundari|                                                    | anuṣṭubh          |
| 16         | 30       | śaṅkhabherīmṛdaṅgaṃ ca veṇudundubhim{ }eva ca|                                                  | anuṣṭubh          |
| 16         | 30       | tāḍitaṃ na ca vindeta yadā tanmayatāṃ gataḥ||                                                   | anuṣṭubh          |
| 16         | 31       | śītoṣṇaṃ sukhaduḥkhaṃ ca tṛṣṇābhukṣaṃ tathaiva ca|                                              | anuṣṭubh          |
| 16         | 31       | vedanāṃ naiva jānāti yogasiddhas{ }tu sundari||                                                 | anuṣṭubh          |
| 16         | 32       | eṣa yogavidhir{ }devi tava pṛṣṭena sundari|                                                     | anuṣṭubh          |
| 16         | 32       | kathito 'smi samāsena kim{ }anyat{ }kathayāmy{ }aham||                                          | anuṣṭubh          |
| 16         | 33       | devy{ }uvāca|*                                                                                  | speakerindication |
| 16         | 33       | vinā yogena deveśa saṃsāratāraṇaṃ mama|                                                         | anuṣṭubh          |
| 16         | 33       | kathayasva mahādeva nirvikalpakaraṃ manaḥ||                                                     | anuṣṭubh          |
| 16         | 34       | maheśvara uvāca|*                                                                               | speakerindication |
| 16         | 34       | sadāśivas{ }tu niśvāsa ūrdhvaśvāsaḥ paraḥ śivaḥ|                                                | anuṣṭubh          |
| 16         | 34       | tayor{ }madhye tu vijñeyaḥ paramātmā śivo 'vyayaḥ||                                             | anuṣṭubh          |
| 16         | 35       | dhyānayogaṃ na tasyāsti karaṇaṃ ca na vidyate|                                                  | anuṣṭubh          |
| 16         | 35       | jñātamātreṇa mucyante kim{ }anyat{ }paripṛcchasi||                                              | anuṣṭubh          |
| 16         | 36       | jñānam{ }anyat{ }pravakṣyāmi śṛṇu devi nibodha me|                                              | anuṣṭubh          |
| 16         | 36       | śāstrapañcasu yat{ }proktaṃ śṛṇu saṃkṣepa nirṇayam|                                             | anuṣṭubh          |
| 16         | 36       | sāṃkhye yoge pañcarātre śaive vede ca nirmitam||                                                | anuṣṭubh          |
| 16         | 37       | yat{ }sāṃkhyasiddhaṃ kathayāmy{ }ahaṃ te                                                        | upajāti           |
| 16         | 37       | saṃsāraghorārṇavayogasāram|                                                                     | upajāti           |
| 16         | 37       | yogeṣu sāreṣv{ }atha pañcarātre                                                                 | upajāti           |
| 16         | 37       | vedeṣu śaiveṣu ca niścayas{ }te||                                                               | upajāti           |
| 16         | 38       | ghrāṇendriyādyeṣu ca yat{ }samastam                                                             | upajāti           |
